tcp_80_connections,tcp_443_connections,udp_443_connections
"('164.93.110.252', 80, '46.224.123.192', 56304)",,
"('220.75.138.83', 55305, '192.114.237.209', 80)",,
"('44.47.194.235', 80, '161.32.69.217', 1734)",,
"('35.173.77.120', 63054, '192.114.236.80', 80)",,
"('164.66.46.8', 80, '200.82.28.170', 38185)",,
"('149.198.149.188', 80, '46.224.114.59', 60295)",,
"('149.198.202.137', 56049, '42.65.137.125', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54279)",,
"('182.56.80.63', 80, '93.110.17.188', 52309)",,
"('160.72.170.98', 80, '92.16.190.133', 7273)",,
"('46.224.98.187', 80, '193.176.213.120', 51323)",,
"('161.32.4.202', 3824, '193.98.231.219', 80)",,
"('193.188.201.171', 46796, '192.182.105.20', 80)",,
"('192.114.236.80', 80, '93.108.70.72', 53901)",,
"('161.32.166.180', 53559, '193.8.117.53', 80)",,
"('217.118.66.100', 1140, '164.66.46.8', 80)",,
"('212.199.141.67', 80, '193.188.208.221', 4237)",,
"('46.224.98.187', 80, '145.120.4.185', 2917)",,
"('11.43.102.51', 80, '193.176.24.122', 47433)",,
"('198.210.73.170', 80, '161.32.81.203', 61346)",,
"('11.43.100.20', 80, '164.143.178.156', 2547)",,
"('161.32.85.188', 3807, '215.153.12.119', 80)",,
"('195.139.58.107', 63406, '192.114.236.80', 80)",,
"('193.188.203.82', 1734, '95.135.37.169', 80)",,
"('193.176.203.34', 1391, '46.224.98.177', 80)",,
"('164.66.219.59', 2714, '43.34.12.62', 80)",,
"('192.85.32.223', 48001, '212.18.193.167', 80)",,
"('209.135.26.119', 80, '161.32.243.166', 40203)",,
"('164.66.234.130', 80, '35.27.192.71', 58917)",,
"('161.33.46.66', 41421, '44.19.99.168', 80)",,
"('149.198.203.114', 62462, '198.225.233.161', 80)",,
"('161.33.109.242', 32788, '208.96.28.209', 80)",,
"('161.32.24.44', 40234, '198.210.199.27', 80)",,
"('161.33.114.68', 55697, '49.90.61.240', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54256)",,
"('192.85.32.223', 47983, '213.23.207.114', 80)",,
"('160.26.149.249', 21680, '107.10.152.224', 80)",,
"('193.176.213.120', 51256, '214.206.51.151', 80)",,
"('164.66.234.200', 80, '46.224.123.88', 46699)",,
"('164.66.234.130', 80, '93.160.110.191', 4581)",,
"('145.120.110.232', 2200, '46.224.98.187', 80)",,
"('164.143.213.44', 1800, '11.43.100.100', 80)",,
"('145.120.4.51', 3613, '11.43.100.13', 80)",,
"('164.93.242.21', 49260, '193.44.201.172', 80)",,
"('164.93.117.193', 3301, '33.213.26.242', 80)",,
"('164.93.178.230', 2975, '11.43.102.25', 80)",,
"('192.114.235.26', 80, '212.181.248.104', 43347)",,
"('164.66.234.200', 80, '202.210.44.183', 55636)",,
"('149.198.202.136', 60715, '45.236.143.75', 80)",,
"('182.56.80.63', 80, '92.161.92.204', 50179)",,
"('145.120.108.109', 3259, '69.95.12.235', 80)",,
"('164.143.194.41', 37830, '104.165.119.1', 80)",,
"('92.11.240.172', 80, '193.188.203.82', 1972)",,
"('213.123.168.255', 80, '164.88.48.132', 56463)",,
"('193.188.201.182', 38129, '215.154.127.189', 80)",,
"('193.188.224.94', 24230, '46.224.98.187', 80)",,
"('46.255.54.154', 80, '161.32.193.100', 3735)",,
"('149.198.202.137', 62548, '222.9.85.15', 80)",,
"('218.34.48.0', 80, '161.32.8.4', 3927)",,
"('160.72.162.122', 3567, '193.44.194.188', 80)",,
"('149.198.203.114', 62493, '208.17.178.238', 80)",,
"('149.198.202.137', 62439, '215.210.211.35', 80)",,
"('149.198.203.99', 65152, '46.224.98.187', 80)",,
"('160.26.149.249', 21663, '107.10.152.224', 80)",,
"('149.198.161.92', 55852, '200.105.170.11', 80)",,
"('46.224.98.177', 80, '193.188.201.182', 37194)",,
"('44.206.252.199', 80, '164.143.213.195', 4878)",,
"('164.93.87.122', 15862, '212.82.107.140', 80)",,
"('164.66.226.190', 54288, '92.198.144.54', 80)",,
"('69.68.216.198', 80, '161.32.9.231', 1963)",,
"('193.188.203.165', 4080, '222.76.136.169', 80)",,
"('214.206.51.75', 80, '161.32.65.172', 1668)",,
"('161.33.153.229', 1120, '215.166.142.45', 80)",,
"('164.66.88.137', 80, '200.81.92.42', 45284)",,
"('161.33.114.69', 51815, '167.121.202.245', 80)",,
"('182.56.80.63', 80, '92.161.151.163', 1221)",,
"('161.32.30.37', 3126, '44.47.194.196', 80)",,
"('44.35.98.108', 80, '164.143.176.11', 1485)",,
"('11.43.100.12', 80, '193.188.224.94', 24236)",,
"('164.93.60.249', 80, '93.110.157.219', 4227)",,
"('46.224.98.187', 80, '193.176.213.120', 51313)",,
"('50.215.111.162', 80, '164.66.46.8', 45068)",,
"('161.32.40.248', 50194, '46.240.209.77', 80)",,
"('88.165.95.49', 80, '164.88.48.135', 53425)",,
"('145.120.217.225', 1301, '213.23.207.182', 80)",,
"('161.32.228.112', 1840, '92.11.250.40', 80)",,
"('164.93.181.77', 50396, '35.3.240.12', 80)",,
"('198.152.35.201', 80, '161.32.12.92', 1527)",,
"('164.66.198.212', 80, '44.78.174.14', 20939)",,
"('164.93.10.185', 36245, '11.43.102.100', 80)",,
"('212.199.141.67', 80, '193.188.208.221', 4227)",,
"('192.114.235.166', 80, '212.1.38.38', 58050)",,
"('164.66.226.190', 54271, '92.198.144.54', 80)",,
"('149.198.202.137', 62535, '213.23.207.114', 80)",,
"('186.145.220.100', 16288, '213.33.177.233', 80)",,
"('164.93.40.47', 4674, '11.43.102.25', 80)",,
"('35.21.253.67', 80, '164.216.233.61', 48249)",,
"('215.154.127.135', 80, '193.188.201.182', 39808)",,
"('149.198.202.137', 56187, '46.36.76.163', 80)",,
"('94.102.191.50', 1094, '192.114.236.80', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3261)",,
"('193.188.201.171', 46781, '192.182.105.95', 80)",,
"('161.32.1.120', 80, '48.71.181.237', 61926)",,
"('193.176.24.117', 80, '221.5.127.207', 4500)",,
"('48.11.126.154', 9924, '192.114.236.80', 80)",,
"('149.198.205.26', 80, '161.161.248.63', 4387)",,
"('164.93.136.208', 1721, '193.44.194.231', 80)",,
"('193.188.224.94', 23988, '46.181.164.49', 80)",,
"('164.93.48.20', 64102, '213.170.166.235', 80)",,
"('145.120.5.48', 2281, '92.90.79.213', 80)",,
"('92.83.224.81', 80, '193.188.247.81', 21410)",,
"('149.198.202.136', 60988, '198.13.195.172', 80)",,
"('145.120.108.109', 3266, '69.95.12.235', 80)",,
"('164.93.68.54', 59629, '52.144.27.92', 80)",,
"('149.198.202.137', 62446, '199.27.126.56', 80)",,
"('161.32.225.113', 80, '93.108.36.79', 65071)",,
"('161.32.131.65', 49690, '120.160.149.132', 80)",,
"('193.176.213.120', 51303, '214.206.51.74', 80)",,
"('46.224.98.177', 80, '161.32.2.115', 35460)",,
"('149.198.202.136', 56004, '45.171.169.60', 80)",,
"('161.32.248.150', 1161, '193.44.201.172', 80)",,
"('35.3.204.42', 80, '164.66.48.251', 3099)",,
"('164.93.9.201', 80, '93.110.157.219', 4087)",,
"('149.198.149.188', 80, '194.152.50.45', 37972)",,
"('35.21.253.66', 80, '161.32.153.141', 47720)",,
"('149.198.203.99', 65075, '44.206.249.138', 80)",,
"('164.93.32.205', 1434, '212.102.218.153', 80)",,
"('161.32.7.70', 47115, '92.11.240.168', 80)",,
"('149.198.202.136', 60992, '11.43.100.72', 80)",,
"('149.198.202.137', 62365, '44.206.252.46', 80)",,
"('198.210.73.171', 80, '161.32.196.178', 34461)",,
"('161.32.173.69', 33975, '212.198.144.48', 80)",,
"('164.93.105.72', 3094, '46.180.20.133', 80)",,
"('164.143.178.166', 2266, '45.171.216.174', 80)",,
"('35.21.253.77', 80, '164.188.84.147', 24935)",,
"('164.66.168.5', 80, '35.27.67.59', 44752)",,
"('93.108.70.72', 53901, '192.114.236.80', 80)",,
"('2001:34eb:ff:f112::39f:2c', 4644, '2001:3c00:5846:bd74:f381:68ff:8990:3b19', 80)",,
"('160.26.149.249', 21655, '107.10.152.224', 80)",,
"('198.210.73.170', 80, '161.32.81.203', 61349)",,
"('149.198.202.136', 57471, '35.24.147.188', 80)",,
"('149.198.202.136', 60757, '222.210.210.87', 80)",,
"('214.206.51.143', 80, '193.176.213.120', 51302)",,
"('161.32.202.186', 50430, '46.109.98.51', 80)",,
"('161.32.9.231', 1958, '69.68.216.198', 80)",,
"('164.93.70.235', 47338, '212.30.112.42', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3378)",,
"('161.32.173.69', 34425, '95.1.79.136', 80)",,
"('192.114.237.209', 80, '220.75.138.83', 55330)",,
"('164.93.10.185', 36137, '11.43.102.22', 80)",,
"('149.198.202.136', 60924, '46.210.197.20', 80)",,
"('92.11.250.40', 80, '193.176.204.59', 1963)",,
"('221.68.159.22', 80, '182.77.136.2', 22344)",,
"('186.145.101.153', 49650, '193.44.201.172', 80)",,
"('186.145.138.190', 80, '46.224.120.158', 39974)",,
"('161.32.40.248', 50165, '196.48.60.136', 80)",,
"('149.198.202.136', 56012, '193.230.137.175', 80)",,
"('161.32.1.120', 80, '35.27.66.3', 36474)",,
"('192.64.203.63', 80, '193.188.201.199', 2103)",,
"('149.198.202.136', 60926, '222.233.136.228', 80)",,
"('194.184.109.64', 24648, '161.32.38.70', 80)",,
"('182.56.16.169', 3029, '92.11.250.171', 80)",,
"('172.20.32.208', 1213, '50.115.113.225', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34210)",,
"('203.145.35.47', 80, '193.188.202.135', 1281)",,
"('161.32.168.131', 4720, '193.240.56.110', 80)",,
"('161.32.0.80', 1323, '212.48.1.166', 80)",,
"('149.198.202.137', 62035, '42.65.169.187', 80)",,
"('149.198.205.1', 80, '54.143.34.72', 51999)",,
"('149.198.203.99', 65148, '46.224.98.177', 80)",,
"('149.198.210.120', 80, '42.65.177.162', 36931)",,
"('149.198.202.137', 62444, '222.9.85.50', 80)",,
"('94.208.206.138', 5679, '192.114.236.80', 80)",,
"('149.198.202.136', 60974, '56.136.241.31', 80)",,
"('161.32.225.75', 60005, '212.198.105.209', 80)",,
"('212.102.202.149', 80, '161.32.202.70', 4886)",,
"('164.93.222.192', 1139, '11.43.102.85', 80)",,
"('218.36.85.109', 1092, '192.114.236.80', 80)",,
"('193.188.254.142', 2189, '44.206.252.198', 80)",,
"('117.132.60.94', 43476, '192.114.236.80', 80)",,
"('92.11.240.153', 80, '164.143.180.77', 1351)",,
"('164.93.0.135', 31355, '212.30.121.177', 80)",,
"('69.68.216.198', 80, '161.32.9.231', 1966)",,
"('192.114.237.209', 80, '220.75.138.83', 55307)",,
"('198.152.35.225', 80, '164.143.80.38', 3219)",,
"('161.32.173.69', 33597, '46.210.204.80', 80)",,
"('161.32.88.218', 45711, '198.210.199.66', 80)",,
"('182.56.80.63', 80, '93.110.175.63', 52964)",,
"('214.28.137.81', 2240, '164.66.46.8', 80)",,
"('149.198.202.137', 62331, '222.9.85.46', 80)",,
"('160.72.170.98', 80, '92.16.190.133', 32341)",,
"('46.233.17.230', 80, '193.188.203.82', 1638)",,
"('161.32.81.203', 61345, '198.210.73.170', 80)",,
"('161.32.177.35', 4665, '214.206.51.57', 80)",,
"('161.32.248.150', 1156, '45.171.169.60', 80)",,
"('45.171.161.248', 13141, '145.120.65.108', 80)",,
"('161.32.2.115', 35456, '162.100.225.123', 80)",,
"('193.188.224.94', 23989, '120.165.38.44', 80)",,
"('164.93.0.135', 31338, '212.30.121.177', 80)",,
"('161.32.4.192', 2986, '46.224.98.187', 80)",,
"('43.34.12.62', 80, '164.66.219.59', 2713)",,
"('161.32.88.218', 46187, '198.210.113.193', 80)",,
"('164.93.168.156', 52454, '11.43.102.40', 80)",,
"('212.167.102.69', 1295, '192.114.236.80', 80)",,
"('149.198.202.136', 61007, '46.224.98.177', 80)",,
"('161.32.17.242', 80, '220.64.103.6', 2344)",,
"('149.198.149.188', 80, '152.46.249.71', 33549)",,
"('46.224.98.177', 80, '161.32.177.68', 3005)",,
"('149.198.202.136', 60961, '214.133.217.189', 80)",,
"('192.114.236.80', 80, '195.139.58.107', 63406)",,
"('149.198.202.136', 60855, '192.182.105.17', 80)",,
"('145.120.132.32', 1355, '46.224.98.187', 80)",,
"('192.114.236.169', 62402, '44.206.252.199', 80)",,
"('164.93.181.169', 50121, '46.181.90.99', 80)",,
"('193.176.24.117', 80, '221.5.127.207', 4503)",,
"('164.66.88.137', 80, '32.163.67.27', 3464)",,
"('45.171.169.60', 80, '161.32.248.150', 1156)",,
"('46.224.98.177', 80, '161.32.0.80', 1316)",,
"('193.188.201.199', 2191, '215.66.129.87', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3368)",,
"('193.188.224.94', 24296, '198.152.52.247', 80)",,
"('164.93.32.205', 53762, '212.30.117.78', 80)",,
"('186.145.25.137', 4182, '212.102.214.2', 80)",,
"('35.27.67.59', 44752, '164.66.168.5', 80)",,
"('35.21.253.67', 80, '164.216.87.90', 64952)",,
"('149.198.202.137', 62419, '222.9.85.15', 80)",,
"('164.143.212.54', 37417, '200.147.61.134', 80)",,
"('217.179.23.65', 80, '164.88.48.132', 57785)",,
"('149.198.202.137', 62339, '192.182.105.20', 80)",,
"('164.93.70.235', 47372, '212.30.112.42', 80)",,
"('186.145.104.201', 3428, '11.43.102.85', 80)",,
"('149.198.161.93', 1463, '11.43.100.92', 80)",,
"('164.66.46.8', 80, '214.28.137.81', 2242)",,
"('149.198.205.26', 80, '52.16.233.229', 64451)",,
"('164.66.48.251', 3079, '44.206.249.194', 80)",,
"('164.93.0.135', 31362, '212.30.121.177', 80)",,
"('192.85.10.60', 60108, '213.23.207.114', 80)",,
"('35.21.253.66', 80, '161.32.243.99', 25746)",,
"('192.114.236.80', 80, '45.212.115.180', 14744)",,
"('164.143.80.38', 3216, '11.43.100.0', 80)",,
"('161.33.77.98', 34926, '200.134.43.226', 80)",,
"('192.114.235.26', 80, '213.180.145.98', 62264)",,
"('161.32.66.3', 49855, '213.80.58.233', 80)",,
"('149.198.202.136', 60854, '222.9.85.15', 80)",,
"('164.66.234.103', 44724, '212.102.209.113', 80)",,
"('164.143.178.166', 2268, '45.171.216.174', 80)",,
"('164.93.0.135', 31347, '212.30.121.177', 80)",,
"('149.198.202.136', 60494, '44.206.252.46', 80)",,
"('149.198.202.137', 62375, '213.23.207.114', 80)",,
"('164.66.219.59', 2712, '43.34.12.62', 80)",,
"('161.32.133.174', 21171, '212.199.142.103', 80)",,
"('160.72.162.122', 3559, '193.44.194.188', 80)",,
"('164.93.0.135', 31345, '212.30.121.177', 80)",,
"('88.165.71.201', 80, '164.88.48.135', 53481)",,
"('161.32.40.248', 50203, '46.240.209.77', 80)",,
"('164.93.70.235', 47340, '212.30.112.42', 80)",,
"('164.66.235.92', 50235, '46.224.98.177', 80)",,
"('198.210.199.27', 80, '161.32.24.44', 40503)",,
"('149.198.202.136', 60897, '45.6.247.40', 80)",,
"('193.188.201.199', 2076, '160.104.245.60', 80)",,
"('45.212.115.180', 14744, '192.114.236.80', 80)",,
"('193.44.201.172', 80, '164.143.80.38', 3223)",,
"('149.198.203.114', 62432, '53.186.33.51', 80)",,
"('198.210.199.29', 80, '161.32.2.115', 35406)",,
"('11.43.100.20', 80, '193.188.224.94', 23456)",,
"('164.143.180.118', 2458, '44.206.249.138', 80)",,
"('161.32.65.172', 1648, '214.206.51.74', 80)",,
"('192.114.236.80', 80, '94.208.206.138', 5679)",,
"('149.198.202.137', 62284, '46.224.98.187', 80)",,
"('186.145.135.35', 2342, '52.144.27.81', 80)",,
"('145.120.78.58', 34108, '11.43.100.173', 80)",,
"('164.93.0.135', 31330, '212.30.121.177', 80)",,
"('161.32.248.150', 1164, '198.210.73.171', 80)",,
"('182.56.80.154', 29899, '221.167.56.252', 80)",,
"('149.198.202.137', 62181, '44.206.252.199', 80)",,
"('164.143.213.140', 33858, '11.43.100.172', 80)",,
"('182.56.16.169', 3031, '92.11.250.171', 80)",,
"('161.32.74.144', 4140, '213.24.144.85', 80)",,
"('208.72.102.86', 1946, '192.114.236.80', 80)",,
"('201.58.192.92', 2343, '35.3.240.1', 80)",,
"('193.176.220.79', 1060, '198.210.183.97', 80)",,
"('192.85.7.165', 42953, '198.73.110.217', 80)",,
"('193.188.203.82', 1976, '92.11.240.132', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54288)",,
"('45.170.55.17', 45320, '192.114.237.128', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3358)",,
"('149.198.202.136', 60918, '213.23.207.114', 80)",,
"('213.23.207.182', 80, '164.143.169.37', 4256)",,
"('149.198.203.99', 64956, '192.194.21.219', 80)",,
"('149.198.202.136', 60954, '44.206.224.67', 80)",,
"('145.120.54.179', 1362, '96.135.159.13', 80)",,
"('69.64.1.95', 80, '161.32.88.218', 46189)",,
"('164.66.235.92', 50233, '214.236.139.228', 80)",,
"('182.56.80.154', 29818, '221.167.56.252', 80)",,
"('192.144.223.213', 80, '145.120.5.81', 3071)",,
"('186.145.149.81', 2150, '193.44.201.172', 80)",,
"('149.198.202.136', 60839, '213.23.207.114', 80)",,
"('46.224.98.177', 80, '164.143.180.77', 1357)",,
"('161.32.69.211', 1093, '46.224.98.177', 80)",,
"('92.11.240.168', 80, '161.32.168.19', 1845)",,
"('164.93.70.235', 47364, '212.30.112.42', 80)",,
"('161.32.173.69', 33839, '223.151.202.134', 80)",,
"('193.188.203.82', 1972, '92.11.240.172', 80)",,
"('161.32.12.92', 1533, '193.44.201.172', 80)",,
"('202.210.44.183', 57941, '164.66.234.200', 80)",,
"('145.120.125.133', 1721, '11.43.100.4', 80)",,
"('145.120.116.167', 3985, '193.44.201.172', 80)",,
"('161.32.8.4', 3975, '213.96.240.242', 80)",,
"('149.198.205.26', 80, '50.18.27.185', 15779)",,
"('161.32.8.4', 3815, '218.34.48.0', 80)",,
"('145.120.5.48', 2261, '92.108.149.138', 80)",,
"('149.198.202.136', 60655, '11.43.100.116', 80)",,
"('94.64.211.249', 80, '193.188.203.82', 1270)",,
"('164.66.235.93', 38916, '95.16.22.110', 80)",,
"('161.32.225.75', 62209, '46.224.98.187', 80)",,
"('46.233.17.228', 80, '193.188.203.82', 1621)",,
"('42.65.141.114', 80, '193.188.201.199', 2221)",,
"('145.120.188.58', 40538, '104.131.234.167', 80)",,
"('200.105.170.2', 80, '193.188.201.199', 1064)",,
"('53.192.201.23', 1855, '164.66.46.8', 80)",,
"('149.198.202.137', 62514, '11.43.100.91', 80)",,
"('192.114.235.26', 80, '192.28.41.250', 48240)",,
"('221.224.108.254', 80, '161.32.0.110', 1065)",,
"('164.143.180.77', 1357, '46.224.98.177', 80)",,
"('193.188.201.199', 2205, '223.151.202.73', 80)",,
"('223.151.202.134', 80, '161.32.173.69', 33827)",,
"('149.198.149.188', 80, '152.46.249.71', 34167)",,
"('164.93.0.135', 31337, '212.30.121.177', 80)",,
"('161.32.74.61', 54219, '204.184.190.73', 80)",,
"('186.145.212.133', 49135, '11.43.102.25', 80)",,
"('161.32.133.174', 21185, '221.224.105.200', 80)",,
"('145.120.188.50', 46567, '46.224.98.187', 80)",,
"('193.217.118.236', 33357, '164.66.234.130', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34203)",,
"('145.120.188.67', 80, '212.219.157.135', 2617)",,
"('161.33.77.98', 34936, '200.134.40.150', 80)",,
"('145.120.11.223', 4021, '198.210.183.3', 80)",,
"('193.188.201.171', 46794, '69.65.130.66', 80)",,
"('199.145.198.91', 80, '193.188.203.82', 1974)",,
"('44.108.159.44', 80, '193.188.201.199', 3548)",,
"('198.210.162.64', 21164, '164.143.133.82', 80)",,
"('164.66.234.91', 61306, '199.177.0.198', 80)",,
"('161.32.0.115', 3707, '35.3.204.129', 80)",,
"('164.143.209.21', 3252, '46.224.98.177', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54278)",,
"('145.120.114.172', 3527, '213.174.149.191', 80)",,
"('164.93.0.135', 31364, '212.30.121.177', 80)",,
"('161.32.17.240', 80, '176.36.212.91', 1229)",,
"('149.198.202.136', 60683, '200.86.149.196', 80)",,
"('164.93.138.63', 40618, '46.36.69.160', 80)",,
"('46.224.98.187', 80, '193.176.213.120', 51322)",,
"('149.198.202.137', 62436, '44.206.252.198', 80)",,
"('145.120.89.165', 1074, '46.224.101.63', 80)",,
"('46.224.98.187', 80, '145.120.5.48', 2294)",,
"('193.86.175.105', 80, '193.188.201.171', 46465)",,
"('149.198.203.114', 62491, '45.203.192.1', 80)",,
"('214.236.139.224', 80, '164.66.235.92', 50234)",,
"('161.33.77.98', 34928, '200.134.43.226', 80)",,
"('164.66.226.190', 54269, '198.210.216.52', 80)",,
"('164.66.65.12', 1952, '45.177.1.144', 80)",,
"('164.66.234.103', 44726, '212.102.209.113', 80)",,
"('149.198.215.121', 80, '217.131.49.155', 2476)",,
"('149.198.202.136', 60971, '223.105.170.83', 80)",,
"('46.224.98.187', 80, '193.188.224.94', 24230)",,
"('35.21.253.77', 80, '161.32.21.133', 61057)",,
"('149.198.149.188', 80, '212.177.198.33', 24928)",,
"('198.210.199.66', 80, '161.32.88.218', 45711)",,
"('161.32.131.19', 59404, '198.210.199.22', 80)",,
"('186.145.218.115', 16894, '11.43.102.40', 80)",,
"('49.86.114.127', 80, '193.188.203.82', 1968)",,
"('11.43.102.51', 80, '193.176.24.122', 47432)",,
"('35.27.78.192', 37867, '161.32.70.232', 80)",,
"('182.56.80.63', 80, '92.161.38.49', 1258)",,
"('161.32.17.249', 80, '193.197.130.83', 63591)",,
"('193.188.203.82', 1951, '92.11.240.132', 80)",,
"('149.198.233.1', 80, '221.40.96.102', 40670)",,
"('149.198.202.136', 60773, '213.23.207.114', 80)",,
"('49.40.156.33', 64264, '164.66.234.130', 80)",,
"('213.146.170.61', 80, '145.120.29.189', 1501)",,
"('149.198.202.137', 62473, '199.27.124.109', 80)",,
"('161.32.248.96', 2515, '213.80.51.32', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54291)",,
"('186.145.135.35', 2344, '52.144.27.81', 80)",,
"('161.32.248.171', 1416, '192.168.91.199', 80)",,
"('149.198.216.86', 80, '198.210.162.24', 53333)",,
"('186.145.46.17', 3367, '193.86.13.107', 80)",,
"('161.32.168.19', 1844, '92.11.240.168', 80)",,
"('164.93.10.185', 35712, '213.24.134.238', 80)",,
"('192.154.10.94', 59283, '192.114.235.26', 80)",,
"('92.90.79.213', 80, '145.120.5.48', 2282)",,
"('161.32.85.6', 3539, '44.44.88.244', 80)",,
"('218.131.93.184', 55097, '192.114.235.26', 80)",,
"('164.93.58.28', 2505, '47.241.12.217', 80)",,
"('186.145.96.28', 1339, '92.11.250.40', 80)",,
"('161.32.225.116', 1725, '44.47.194.202', 80)",,
"('192.114.238.217', 80, '215.153.68.221', 44183)",,
"('149.198.202.136', 59565, '42.65.169.120', 80)",,
"('161.32.65.172', 1534, '214.206.51.57', 80)",,
"('44.206.252.199', 80, '192.114.236.169', 62402)",,
"('222.252.75.35', 80, '161.32.88.218', 46185)",,
"('161.32.8.4', 3950, '213.96.240.242', 80)",,
"('149.198.202.136', 60941, '213.23.207.114', 80)",,
"('161.32.5.97', 80, '46.224.120.192', 49043)",,
"('221.196.17.244', 2543, '192.114.236.80', 80)",,
"('44.206.252.199', 80, '164.143.213.195', 4877)",,
"('161.32.81.203', 61343, '45.171.216.174', 80)",,
"('192.114.236.80', 80, '117.43.79.178', 1384)",,
"('161.32.173.0', 2292, '199.98.138.179', 80)",,
"('92.83.224.81', 80, '192.114.212.61', 31495)",,
"('149.198.149.188', 80, '152.46.249.71', 34013)",,
"('223.105.162.120', 80, '145.120.72.149', 1669)",,
"('149.198.202.136', 60841, '213.23.207.114', 80)",,
"('164.143.180.77', 1352, '92.11.240.153', 80)",,
"('164.93.70.235', 47366, '212.30.112.42', 80)",,
"('44.47.194.182', 80, '161.32.69.217', 1773)",,
"('161.33.77.98', 34934, '49.14.88.202', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54268)",,
"('35.21.253.77', 80, '145.120.137.200', 7523)",,
"('193.176.213.120', 51313, '46.224.98.187', 80)",,
"('46.224.123.88', 46551, '164.66.234.200', 80)",,
"('164.93.0.135', 31356, '212.30.121.177', 80)",,
"('149.198.202.136', 60943, '45.6.247.40', 80)",,
"('161.32.38.100', 40891, '92.11.240.130', 80)",,
"('56.162.128.80', 1110, '192.114.236.80', 80)",,
"('164.66.46.80', 3607, '46.224.98.177', 80)",,
"('149.198.202.136', 60890, '199.27.125.82', 80)",,
"('186.145.129.153', 1657, '52.144.27.81', 80)",,
"('161.32.24.44', 40462, '212.48.1.166', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21177)",,
"('212.199.141.67', 80, '193.188.208.221', 4226)",,
"('172.20.32.150', 2081, '47.161.114.196', 80)",,
"('53.109.42.79', 17825, '192.114.236.80', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34170)",,
"('161.32.81.203', 61346, '198.210.73.170', 80)",,
"('164.93.80.1', 80, '46.224.114.178', 51707)",,
"('92.11.240.168', 80, '161.32.7.70', 47115)",,
"('189.20.125.22', 42240, '145.120.188.67', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3260)",,
"('203.5.4.248', 53155, '192.114.235.26', 80)",,
"('88.164.75.117', 1290, '192.114.235.26', 80)",,
"('149.198.203.114', 62394, '223.40.206.20', 80)",,
"('164.93.0.135', 31339, '212.30.121.177', 80)",,
"('161.32.5.77', 1279, '46.224.98.187', 80)",,
"('164.66.226.190', 54275, '92.198.144.54', 80)",,
"('149.198.203.114', 62503, '46.128.233.237', 80)",,
"('149.198.203.99', 65115, '208.70.4.207', 80)",,
"('164.93.48.13', 62226, '11.43.102.22', 80)",,
"('182.56.96.179', 2452, '218.34.141.52', 80)",,
"('193.44.201.172', 80, '145.120.106.39', 49382)",,
"('220.75.138.83', 55309, '192.114.236.27', 80)",,
"('35.21.253.66', 80, '164.216.179.159', 13952)",,
"('161.32.148.18', 80, '193.215.220.83', 2616)",,
"('192.114.236.44', 80, '220.75.138.83', 55306)",,
"('92.198.144.54', 80, '164.66.226.190', 54281)",,
"('44.108.147.85', 80, '193.188.203.82', 3923)",,
"('46.224.98.187', 80, '145.120.132.32', 1355)",,
"('161.32.5.77', 1164, '198.102.75.182', 80)",,
"('161.32.196.61', 1816, '212.199.142.96', 80)",,
"('160.26.149.249', 21677, '107.10.152.224', 80)",,
"('212.48.1.166', 80, '161.32.0.80', 1323)",,
"('149.198.205.1', 80, '53.8.248.164', 34669)",,
"('161.32.5.77', 1190, '44.206.252.163', 80)",,
"('46.224.120.192', 49043, '161.32.5.97', 80)",,
"('164.93.222.192', 1136, '11.43.102.85', 80)",,
"('94.216.95.107', 80, '193.188.203.82', 1807)",,
"('161.32.188.0', 80, '46.224.120.177', 58015)",,
"('164.93.166.148', 80, '93.110.157.219', 4205)",,
"('164.66.46.8', 40155, '192.191.24.169', 80)",,
"('161.32.133.174', 21191, '221.224.105.200', 80)",,
"('161.33.77.98', 34935, '200.134.40.150', 80)",,
"('145.120.188.67', 80, '44.206.242.114', 33414)",,
"('177.30.115.77', 1196, '192.114.236.80', 80)",,
"('214.206.51.57', 80, '161.32.177.35', 4688)",,
"('186.145.130.83', 48289, '212.102.209.113', 80)",,
"('45.171.216.174', 80, '161.32.81.203', 61344)",,
"('149.198.202.136', 60939, '44.206.252.199', 80)",,
"('161.32.25.108', 3743, '212.199.142.103', 80)",,
"('152.10.152.158', 80, '161.32.74.147', 2164)",,
"('164.66.48.251', 3117, '209.0.38.184', 80)",,
"('46.224.98.177', 80, '161.32.41.31', 1463)",,
